UID,y
2628,148716.15547480056
2629,149907.89719152323
2630,148716.15547480056
2631,136344.60822245176
2632,148716.15547480056
2633,148307.7408642372
2634,149907.89719152323
2635,116617.26473039841
2636,136855.6589215688
2637,149817.13838917582
2638,137329.12009923698
2639,138079.20149924705
2640,114799.87289148488
2641,149499.48258095986
2642,148897.6730794954
2643,148307.7408642372
2644,137658.65319365918
2645,148307.7408642372
2646,135573.1584024987
2647,126318.95488209947
2648,150304.4345158804
2649,149817.13838917582
2650,148307.7408642372
2651,148716.15547480056
2652,121196.78271578447
2653,91406.54126492735
2654,148307.7408642372
2655,3183.6216739507217
2656,149907.89719152323
2657,149499.48258095986
2658,149590.24138330726
2659,149907.89719152323
2660,149907.89719152323
2661,125590.92680048998
2662,138067.06780422258
2663,126273.57548092576
2664,148398.4996665846
2665,148625.39667245315
2666,149396.84649240618
2667,149953.27659269693
2668,91406.54126492735
2669,149590.24138330726
2670,149590.24138330726
2671,137431.75618779066
2672,149907.89719152323
2673,136492.6237121791
2674,149499.48258095986
2675,149817.13838917582
2676,123990.77047320394
2677,150122.91691118554
2678,136466.9114769365
2679,149499.48258095986
2680,149907.89719152323
2681,149499.48258095986
2682,149499.48258095986
2683,148716.15547480056
2684,148398.4996665846
2685,135573.1584024987
2686,55478.54484399932
2687,149499.48258095986
2688,112240.6998882507
2689,148716.15547480056
2690,149907.89719152323
2691,149590.24138330726
2692,112163.77603493966
2693,137431.75618779066
2694,150951.62341851855
2695,149907.89719152323
2696,148307.7408642372
2697,149499.48258095986
2698,149499.48258095986
2699,136149.25566872055
2700,149907.89719152323
2701,125364.02979462144
2702,126147.613309599
2703,148716.15547480056
2704,149590.24138330726
2705,149499.48258095986
2706,148398.4996665846
2707,148398.4996665846
2708,138611.6206183071
2709,148625.39667245315
2710,114430.78843079497
2711,149499.48258095986
2712,114192.0141387202
2713,137431.75618779066
2714,137749.41199600662
2715,149907.89719152323
2716,148716.15547480056
2717,149907.89719152323
2718,111534.40306161084
2719,139282.96630279708
2720,149079.19068419022
2721,149499.48258095986
2722,136149.25566872055
2723,150225.5529997392
2724,149907.89719152323
2725,148761.53487597426
2726,149499.48258095986
2727,148716.15547480056
2728,137658.65319365918
2729,148398.4996665846
2730,148307.7408642372
2731,148534.63787010574
2732,149907.89719152323
2733,137431.75618779066
2734,43347.302777232864
2735,149907.89719152323
2736,149499.48258095986
2737,120404.82128078105
2738,136240.014471068
2739,149590.24138330726
2740,135663.91720484613
2741,149590.24138330726
2742,148897.6730794954
2743,137431.75618779066
2744,98125.24721486584
2745,125500.16799814257
2746,148307.7408642372
2747,136447.2443110054
2748,149907.89719152323
2749,148398.4996665846
2750,148716.15547480056
2751,148262.36146306345
2752,151677.69383729788
2753,148307.7408642372
2754,137749.41199600662
2755,136240.014471068
2756,148307.7408642372
2757,149907.89719152323
2758,71264.318623165
2759,131923.505243945
2760,131923.505243945
2761,138475.48241478595
2762,148897.6730794954
2763,80957.50470656509
2764,131515.09063338162
2765,110722.00730222618
2766,152948.31707016172
2767,149499.48258095986
2768,137431.75618779066
2769,149590.24138330726
2770,150270.9324009129
2771,149499.48258095986
2772,143829.63342517999
2773,149499.48258095986
2774,149817.13838917582
2775,136149.25566872055
2776,148716.15547480056
2777,152358.3848549035
2778,148307.7408642372
2779,137964.43171566894
2780,124399.18508376733
2781,149907.89719152323
2782,144333.04422718202
2783,136149.25566872055
2784,83740.45962689759
2785,148716.15547480056
2786,142572.59291452297
2787,122837.54140906996
2788,150259.05511470666
2789,136492.6237121791
2790,88287.01235778058
2791,43928.87990911587
2792,-44566.858082151535
2793,136557.67027928395
2794,148398.4996665846
2795,149499.48258095986
2796,148716.15547480056
2797,148716.15547480056
2798,148307.7408642372
2799,129862.63976211887
2800,112175.65332114587
2801,149817.13838917582
2802,148307.7408642372
2803,108072.46255967334
2804,149907.89719152323
2805,137431.75618779066
2806,148307.7408642372
2807,149907.89719152323
2808,112175.65332114587
2809,149759.88170179588
2810,149499.48258095986
2811,149817.13838917582
2812,151849.8661088771
2813,149499.48258095986
2814,137749.41199600662
2815,149590.24138330726
2816,111029.29100559693
2817,148897.6730794954
2818,137749.41199600662
2819,136557.67027928395
2820,150770.1058138237
2821,124677.40013391268
2822,150633.96761030256
2823,148897.6730794954
2824,136240.014471068
2825,148716.15547480056
2826,122975.70120971715
2827,116573.37406270088
2828,136344.60822245176
2829,32420.349141495608
